,CountyNo,"NativeAmerican (AmericanIndianAlaskaNative, NativeHawaianPacific)","Asian (EastAsian,SouthAsian)",Black, White, Mixed,OtherUnknown,STATE,HHI
2864,89,179,292,11160,35040,2649,1628,VA,0.5247651000098508
2865,91,4,6,2,2135,73,12,VA,0.9160809374237225
2866,93,198,405,8660,26721,2154,468,VA,0.532781152910045
2867,95,327,2269,10028,57710,5878,2042,VA,0.5674653132536958
2868,97,93,23,1571,4490,340,91,VA,0.5212608240653342
2869,99,205,417,3983,19121,2485,512,VA,0.5435093594919564
2870,101,299,129,2601,13636,911,234,VA,0.6106519468555887
2871,103,25,77,2951,7467,339,60,VA,0.5417471405073994
2872,105,71,39,885,20531,566,81,VA,0.8596473166144462
2873,107,1845,89779,30568,225974,44657,28136,VA,0.3546608816118734
2874,109,176,257,5408,28813,2344,598,VA,0.6122457501455069
2875,111,41,26,3805,7095,622,347,VA,0.4585356429554585
2876,113,17,90,1065,11684,771,210,VA,0.7223187891101576
2877,115,32,52,660,7295,429,65,VA,0.7395010875185852
2878,117,75,205,10435,18032,1077,495,VA,0.47375442617646696
2879,119,36,28,1523,8411,520,107,VA,0.6497295856055363
2880,121,259,8347,4165,79436,5882,1632,VA,0.6470481076535319
2881,125,59,67,1538,12021,725,365,VA,0.6758418808924619
2882,127,255,223,2739,18017,1423,288,VA,0.635050650505788
2883,131,93,82,3785,7071,702,549,VA,0.4317925960786735
2884,133,29,69,2690,8366,490,195,VA,0.5530017172067725
2885,135,88,64,5813,8625,709,343,VA,0.44473291207740334
2886,137,211,324,4364,27877,2629,849,VA,0.6116727089675232
2887,139,59,120,439,22037,894,160,VA,0.865771864542835
2888,141,39,43,840,15719,640,327,VA,0.8009002944842922
2889,143,191,292,12417,44672,2129,800,VA,0.5887555819918923
2890,145,88,169,2505,25732,1571,268,VA,0.7292616708000028
2891,147,37,197,9269,10662,943,741,VA,0.42119824461999933
2892,149,420,862,12968,23827,3042,1891,VA,0.40524364085694914
2893,153,4165,50314,97457,200831,63092,66345,VA,0.2613189421113232
2894,155,72,184,1658,29922,1628,336,VA,0.7885555197647139
2895,157,21,63,200,6521,442,101,VA,0.7922014633572464
2896,159,16,42,2439,5739,413,274,VA,0.49149135764740504
2897,161,267,3462,5764,80780,5166,1490,VA,0.7024411061526763
2898,163,103,187,575,20483,1041,261,VA,0.8207852365149677
2899,165,311,928,1886,72656,4630,3346,VA,0.7577852795905655
2900,167,20,42,229,24835,587,68,VA,0.9285665742095153
2901,169,35,28,134,20617,699,63,VA,0.9141815003665892
2902,171,206,348,1087,38166,2664,1715,VA,0.7519078232161907
2903,173,41,104,430,27939,1047,239,VA,0.88052165217783
2904,175,87,70,5924,11080,719,116,VA,0.4891157001079146
2905,177,802,3978,22933,90227,13898,8194,VA,0.45609748191419514
2906,179,1427,6251,30400,90269,19173,9407,VA,0.38860663066669665
2907,181,29,14,2694,3483,287,54,VA,0.4524211495690927
2908,183,29,12,5781,4501,413,93,VA,0.4592856840556179
2909,185,74,215,967,37528,1452,193,VA,0.8635543819986188
2910,187,200,472,1754,34386,2893,1022,VA,0.7205392743148342
2911,191,107,337,662,50639,1842,348,VA,0.882914946367576
2912,193,89,148,4491,11941,1212,596,VA,0.48216395459643413
2913,195,66,153,1802,32789,1139,181,VA,0.8271354978014396
2914,197,63,118,707,26165,1078,159,VA,0.8575430028909538
2915,199,398,4297,8930,48251,6687,1482,VA,0.5041350480252996
2916,510,1098,11354,31903,82185,17177,15750,VA,0.33210766870463937
2917,520,61,162,1051,14754,1088,103,VA,0.7420368167296333
2918,530,73,29,289,5740,447,63,VA,0.7537164975684922
2919,540,186,4083,7122,30344,3583,1235,VA,0.4626053129629237
2920,550,1551,9057,72268,139573,20166,6807,VA,0.4057254868368368
2921,570,55,579,2915,12652,1427,542,VA,0.5186710844712796
2922,580,28,32,718,4585,302,72,VA,0.6573643820198535
2923,590,187,514,21879,17262,1624,1124,VA,0.43048884450099756
2924,595,29,53,3655,1544,213,272,VA,0.4772184089178505
2925,600,155,4537,1103,13473,2811,2067,VA,0.3696571271555066
2926,610,43,1499,576,10221,1737,582,VA,0.5138551617996427
2927,620,39,81,4639,3008,334,79,VA,0.4587231066289656
2928,630,210,1334,6135,15872,2677,1754,VA,0.3852210305959526
2929,640,34,52,367,5233,408,626,VA,0.6218373104450113
2930,650,888,3568,67915,51202,10355,3220,VA,0.3915668509871844
2931,660,326,2116,4218,33789,5336,6029,VA,0.4577412070616126
2932,670,131,254,9852,10141,1687,968,VA,0.38408882776317965
2933,678,20,281,459,6112,325,123,VA,0.7048459942070532
2934,680,284,1766,21453,48502,4604,2400,VA,0.45540519434799165
2935,683,572,2729,5124,16717,5655,11975,VA,0.2672220326369938
2936,685,187,1835,2136,5535,2263,5263,VA,0.24088602937852083
2937,690,54,116,6094,5924,762,535,VA,0.40206638915044374
2938,700,1381,6356,78687,74676,16255,8892,VA,0.3503738122234291
2939,710,1849,9025,95594,102841,19251,9445,VA,0.3576426694884816
2940,720,9,27,180,3242,191,38,VA,0.7784112940083944
2941,730,173,339,24811,5418,1575,1142,VA,0.57963926612717
2942,735,48,264,120,11059,836,133,VA,0.7929352483323844
2943,740,568,1285,52214,35892,6218,1738,VA,0.4232865861390558
2944,750,46,217,2182,12280,857,488,VA,0.6063288064933713
2945,760,1013,6259,91653,98140,14104,15441,VA,0.36043868514560484
2946,770,473,2479,27470,57309,7485,4795,VA,0.41234016027542353
2947,775,57,541,1949,20923,1373,503,VA,0.6911441024328712
2948,790,96,323,2935,20207,1723,466,VA,0.6337811352625129
2949,800,417,1708,39701,44723,6130,1645,VA,0.40684312705755593
2950,810,2650,34305,85478,278956,44122,13959,VA,0.4189629828626747
2951,820,69,260,2672,16562,1693,940,VA,0.5790204990997325
2952,830,66,500,5699,7572,992,596,VA,0.3841767784201802
2953,840,271,711,2865,18336,2401,3536,VA,0.45940100746850016
2954,1,452,135,41,9164,3535,7286,WA,0.35252204876627047
2955,3,333,206,116,19858,1472,300,WA,0.7989262420268083
2956,5,2659,6397,2893,146087,24146,24691,WA,0.5278581277466666
2957,7,941,809,296,55289,8491,13248,WA,0.5287490233919003
2958,9,4465,1263,615,62450,6686,1676,WA,0.6668057039701796
2959,11,10141,24274,11396,379827,52271,25402,WA,0.5860842192767847
2960,13,51,23,11,3442,307,118,WA,0.7656905640971003
2961,15,2388,1772,820,90812,10194,4744,WA,0.6836853912577686
2962,17,735,412,150,27842,6114,7685,WA,0.4731588524492323
2963,19,1320,46,28,5118,576,90,WA,0.5488563278976712
2964,21,1635,1904,1790,45837,16124,29459,WA,0.34596383611095205
2965,23,18,11,9,2098,122,28,WA,0.8453827895310113
2966,25,1764,1202,782,57433,13209,24733,WA,0.41626084774041056
2967,27,4010,1050,1026,59052,6830,3668,WA,0.6232475006780935
2968,29,1157,4019,2399,67928,9008,2346,WA,0.6261957156454621
2969,31,615,497,207,28588,2552,518,WA,0.7583780272390933
2970,33,39095,452475,151468,1273054,235753,117830,WA,0.37258324045026675
2971,35,7275,14412,7835,206398,31634,8057,WA,0.5790804895415818
2972,37,632,931,402,36479,3702,2191,WA,0.6870848629969813
2973,39,592,145,64,18271,2092,1571,WA,0.6598231360079602
2974,41,1348,824,564,67825,7365,4223,WA,0.6927688689406465
2975,43,239,73,21,9704,710,129,WA,0.801025867713897
2976,45,2856,783,713,51023,6542,3809,WA,0.6180528703576216
2977,47,4922,284,168,27606,4135,4989,WA,0.4673056177696161
2978,49,601,463,101,19104,1959,1137,WA,0.6789948110377608
2979,51,407,78,57,11811,865,183,WA,0.782108797628173
2980,53,31621,63460,66006,595446,116126,48471,WA,0.44759365271142165
2981,55,142,229,54,15276,1472,615,WA,0.745787144536034
2982,57,3296,2832,888,96540,13729,12238,WA,0.5768823527171091
2983,59,221,121,74,10308,1023,289,WA,0.7417502670895036
2984,61,15821,101464,29293,546855,89496,45028,WA,0.46751975438928933
2985,63,12395,12654,10979,442952,48360,11999,WA,0.684539843280137
2986,65,2769,290,149,39313,3314,610,WA,0.7253315777046766
2987,67,7805,17268,9403,215798,34160,10359,WA,0.5556834398279399
2988,69,64,44,22,3884,355,53,WA,0.7783952446967088
2989,71,833,943,1056,45471,7194,7087,WA,0.5546142609668155
2990,73,7002,10127,2347,175946,21733,9692,WA,0.6156357486066579
2991,75,493,3646,1203,36586,4536,1509,WA,0.5980560209303005
2992,77,13288,3030,2119,124445,38767,75079,WA,0.3461810144500607
2993,1,37,32,271,14460,623,42,WV,0.8761995009955943
2994,3,459,1496,9364,98281,9720,2756,WV,0.6610521177969995
2995,5,48,36,135,20780,776,34,WV,0.9091758327581501
2996,7,30,23,50,11976,343,25,WV,0.9265397860238247
2997,9,39,55,368,20915,1074,108,WV,0.8621242352610743
2998,11,229,1345,4811,82665,4642,658,WV,0.7729218649117647
2999,13,14,13,13,6003,184,2,WV,0.9296389955980139
3000,15,29,16,13,7671,321,1,WV,0.9094387736014234
3001,17,18,15,174,7304,262,35,WV,0.8767199087001982
3002,19,106,105,1680,36483,1908,206,WV,0.8159303867349067
3003,21,14,31,937,6220,197,9,WV,0.721711453148543
3004,23,21,24,85,10489,303,54,WV,0.9140842808906152
3005,25,76,198,792,30360,1316,235,WV,0.8498425495164899
3006,27,39,61,188,21775,877,153,WV,0.8906724927216394
3007,29,45,110,703,26661,1450,126,WV,0.8427874742685199
3008,31,35,59,414,12835,631,325,WV,0.809038342645417
3009,33,185,489,1118,60334,3408,387,WV,0.840734847328227
3010,35,48,91,101,26516,908,127,WV,0.9114637669380604
3011,37,154,837,3459,46825,4737,1689,WV,0.6699579090999378
3012,39,453,2149,13592,153637,9565,1349,WV,0.7311941532733692
3013,41,31,58,69,16162,667,46,WV,0.9019148937849616
3014,43,22,26,49,19793,528,45,WV,0.9362671135313471
3015,45,43,67,581,30884,928,64,WV,0.9004545451506893
3016,47,26,20,2163,16195,651,56,WV,0.7320986008716401
3017,49,182,256,1867,50578,3122,200,WV,0.814024586451476
3018,51,46,108,264,28797,1247,129,WV,0.8879184593169257
3019,53,44,83,193,24401,692,40,WV,0.9198588368531586
3020,55,183,296,3720,52554,2645,266,WV,0.7817727837838799
3021,57,46,117,723,24734,1214,104,WV,0.845847114820452
3022,59,36,32,409,22383,661,47,WV,0.9030639238241274
3023,61,256,3755,4160,90012,6482,1157,WV,0.7301991757266408
3024,63,28,11,113,11771,400,53,WV,0.9057720982580292
3025,65,40,83,112,15985,761,82,WV,0.8797205878539914
3026,67,52,74,61,23603,776,38,WV,0.9213031310776553
3027,69,97,392,1661,37769,2225,281,WV,0.7969689328702008
3028,71,19,0,82,5845,178,19,WV,0.906369197589312
3029,73,22,17,95,7248,250,21,WV,0.898201673875075
3030,75,30,9,57,7497,240,36,WV,0.9087060722262619
3031,77,81,57,2042,30832,1134,70,WV,0.8166518767511397
3032,79,103,577,656,53364,2345,395,WV,0.8650619988109186
3033,81,152,831,5847,64025,3327,409,WV,0.7450528476476042
3034,83,62,104,433,26144,1049,140,WV,0.8777670460670948
3035,85,16,23,17,8155,213,20,WV,0.9333773868623918
3036,87,29,38,39,13305,574,43,WV,0.9012798265947228
3037,89,35,33,402,10930,521,38,WV,0.8383697886976647
3038,91,19,41,114,15710,783,38,WV,0.8866778071614575
3039,93,5,6,21,6457,250,23,WV,0.9132138896477795
3040,95,17,3,4,7981,290,18,WV,0.9229463087334757
3041,97,43,88,223,22474,901,87,WV,0.892026996470195
3042,99,66,83,168,37339,1205,121,WV,0.9184722507923098
3043,101,16,4,13,8105,220,20,WV,0.9365926492676742
3044,103,18,50,34,13752,539,49,WV,0.9081515427976009
3045,105,8,0,6,5013,158,9,WV,0.9324506417093031
3046,107,197,564,1040,78170,3921,404,WV,0.8623253392900873
3047,109,33,18,107,20592,602,30,WV,0.9282939271426287
3048,1,208,85,603,18734,804,220,WI,0.8253206944196209
3049,3,2093,84,112,12791,895,52,WI,0.6572084055962389
3050,5,477,346,819,42567,1960,542,WI,0.832800892568661
3051,7,1698,36,59,13493,840,94,WI,0.7057075340455907
3052,9,7703,8518,8404,212929,19393,11793,WI,0.6377137183493227
3053,11,53,23,43,12651,400,147,WI,0.9035319054307398
3054,13,731,53,65,14756,840,81,WI,0.8018532959385004
3055,15,294,1277,444,46499,2423,1505,WI,0.7898466267256987
3056,17,380,975,1075,60865,2629,373,WI,0.8449608054261678
3057,19,176,108,119,31972,1095,1189,WI,0.8531791916532061
3058,21,331,381,905,53739,2398,736,WI,0.8462958724643715
3059,23,53,72,269,15107,542,70,WI,0.8804897387931613
3060,25,2638,35758,30473,435458,38974,18203,WI,0.6143239254131747
3061,27,449,517,2766,79395,4090,2179,WI,0.7924728835946807
3062,29,148,144,145,27754,1393,482,WI,0.8545922733263168
3063,31,819,286,583,39733,2618,256,WI,0.8087080354253997
3064,33,220,1458,404,41198,1727,433,WI,0.8246744865927519
3065,35,610,4401,1255,93277,5009,1158,WI,0.782877462298642
3066,37,38,8,9,4312,176,15,WI,0.8965491049880041
3067,39,541,1256,2416,91630,5159,3152,WI,0.7780485995800356
3068,41,1239,17,32,7407,464,20,WI,0.6719651464551117
3069,43,137,413,684,48710,1450,544,WI,0.8806934378334227
3070,45,108,174,212,34318,1581,700,WI,0.8582088771794539
3071,47,80,103,117,17505,806,407,WI,0.8495557800287744
3072,49,51,180,114,22326,831,207,WI,0.8881282122990404
3073,51,66,13,16,5831,169,42,WI,0.9036952912304458
3074,53,1378,77,442,18142,862,244,WI,0.7426229782636204
3075,55,392,672,888,75145,4945,2858,WI,0.7881212714743736
3076,57,382,148,560,24299,1100,229,WI,0.8295636418645509
3077,59,818,2874,12082,128417,16096,8864,WI,0.5935777028827796
3078,61,91,68,60,19149,711,484,WI,0.8689885462687631
3079,63,534,5608,1994,106317,5279,1052,WI,0.779228561551921
3080,65,52,40,28,15231,645,615,WI,0.8436438459375751
3081,67,254,70,105,18125,794,143,WI,0.8666695116327487
3082,69,122,118,158,26909,932,176,WI,0.8979894415148346
3083,71,479,2253,1070,72034,4027,1496,WI,0.7876682707265186
3084,73,684,8496,1192,119902,5886,1853,WI,0.7606547777308783
3085,75,263,187,201,39100,1671,450,WI,0.8737696915424251
3086,77,73,51,46,14688,570,164,WI,0.8888929848778537
3087,78,3646,2,2,500,101,4,WI,0.7486065885023632
3088,79,7876,46446,245863,488198,87174,63932,WI,0.354268920013608
3089,81,648,365,649,41293,2334,985,WI,0.7997559870500747
3090,83,514,117,92,36432,1494,316,WI,0.87593629063213
3091,85,491,205,213,35468,1254,214,WI,0.8796865541121736
3092,87,3255,6618,3053,164009,10039,3731,WI,0.7445301397910595
3093,89,256,2291,1524,82306,4165,961,WI,0.8121758527453505
3094,91,39,25,24,6899,258,73,WI,0.8901593864066643
3095,93,246,291,406,38964,1832,473,WI,0.8542137481801081
3096,95,397,206,182,42075,1761,356,WI,0.8768302349348744
3097,97,314,2263,945,62967,2956,932,WI,0.8036795926375041
3098,99,211,69,33,13236,441,64,WI,0.8882399747470213
3099,101,1120,2316,23303,142438,17860,10690,WI,0.5440839426036844
3100,103,54,96,96,16157,685,216,WI,0.87361741245026
3101,105,950,2059,8311,133107,11803,7457,WI,0.6713064786622909
3102,107,78,53,45,13371,558,83,WI,0.8897833864774044
3103,109,357,984,653,86227,4242,1073,WI,0.8521862808229094
3104,111,881,398,622,58602,3248,2012,WI,0.7977561282257688
3105,113,2942,63,101,13920,941,107,WI,0.6224421898543102
3106,115,3461,165,126,34679,1963,487,WI,0.7292390175966567
3107,117,561,6913,2539,98204,6417,3400,WI,0.6999208088423868
3108,119,47,63,67,18878,592,266,WI,0.8998384952144398
3109,121,377,109,105,26301,1440,2428,WI,0.73968821498205
3110,123,59,96,127,29315,886,231,WI,0.9118954725464318
3111,125,2252,58,58,19701,864,114,WI,0.7417049536182133
3112,127,494,1016,1223,90957,7840,4948,WI,0.7375390178199758
3113,129,204,62,34,15442,792,89,WI,0.8654226681738677
3114,131,401,1951,1753,125351,5794,1511,WI,0.8423935122908017
3115,133,1332,15698,6852,353946,23048,6102,WI,0.7615802387355821
3116,135,314,265,211,48284,1925,813,WI,0.8701579755452564
3117,137,154,99,397,22048,1125,697,WI,0.8117634504176767
3118,139,1178,5601,5099,148041,8681,3130,WI,0.7480217264456602
3119,141,655,1391,579,67814,2837,931,WI,0.8372293353982736
3120,1,434,1041,432,30918,2974,1267,WY,0.7044468684615594
3121,3,163,50,22,10271,700,315,WY,0.7994384700687448
3122,5,651,330,239,40762,3047,1997,WY,0.7576055156082051
3123,7,211,93,140,11957,1252,884,WY,0.6880019549472783
3124,9,93,55,41,12366,829,367,WY,0.8131220063825585
3125,11,61,11,0,6792,273,44,WY,0.8961503515801583
3126,13,8201,217,192,27238,2693,693,WY,0.5307463849005546
3127,15,112,49,76,11113,695,453,WY,0.7951838720823593
3128,17,54,18,13,4219,284,33,WY,0.8375674668315347
3129,19,81,15,26,7771,440,114,WY,0.8493477579524297
3130,21,1295,1296,2472,80598,10313,4538,WY,0.6565058147509204
3131,23,131,99,40,17971,900,440,WY,0.8450074435033167
3132,25,1145,649,791,69319,5966,2085,WY,0.7582625005503749
3133,27,35,13,6,2288,112,13,WY,0.8624729280166622
3134,29,172,214,61,26872,1738,567,WY,0.8267331530062005
3135,31,82,45,19,7738,505,216,WY,0.8128381638312119
3136,33,398,181,115,28000,1771,456,WY,0.8237025194723743
3137,35,61,50,18,7786,525,288,WY,0.8005844575776643
3138,37,503,295,366,34389,4211,2508,WY,0.6755190807479595
3139,39,190,317,55,19202,2152,1415,WY,0.6898130012123167
3140,41,218,114,66,18007,1181,864,WY,0.7806222631380731
3141,43,80,33,12,6600,572,388,WY,0.7457829153701223
3142,45,106,27,30,6197,340,138,WY,0.8244603454312786
3143,1,79,6,605,3992,9799,3539,PR,0.3844947468653032
3144,3,168,23,1553,8673,18227,9492,PR,0.3437835035234766
3145,5,271,61,2274,11566,26500,14429,PR,0.34566043684777026
3146,7,130,16,1733,3512,11569,7263,PR,0.344177649018401
3147,9,309,14,1324,4785,11747,6458,PR,0.3368184374578802
3148,11,80,7,1461,4701,13193,6154,PR,0.36047539610827123
3149,13,380,70,4053,16636,46618,19997,PR,0.37222934580642353
3150,15,67,16,1979,1816,5835,6130,PR,0.3141153909924751
3151,17,118,14,930,3584,12921,5090,PR,0.40243222475106344
3152,19,130,9,1521,6029,12803,8491,PR,0.3270100956580275
3153,21,1241,254,11456,33084,95198,43954,PR,0.35638679457103906
3154,23,226,48,1797,9561,24704,10822,PR,0.3696691063885673
3155,25,597,151,7969,20215,62354,35958,PR,0.3491765219975983
3156,27,122,5,1246,7448,16935,7071,PR,0.3654686667819914
3157,29,237,58,6393,5672,20788,9189,PR,0.3289852349461434
3158,31,708,358,17885,21998,77677,36189,PR,0.33994835005800395
3159,33,263,34,1894,3016,12628,5320,PR,0.37400185702233607
3160,35,215,33,2620,7233,20792,10759,PR,0.35004620560462063
3161,37,68,16,1107,1814,4815,3487,PR,0.3118096595910359
3162,39,98,19,485,3530,10052,2800,PR,0.42151553821734417
3163,41,193,3,2715,7813,17641,11605,PR,0.3219404533385027
3164,43,315,24,2572,6938,14442,10377,PR,0.30877237374673494
3165,45,171,4,1201,3187,9313,5007,PR,0.3461632918735943
3166,47,196,16,1263,6841,16746,9509,PR,0.3508189778191111
3167,49,5,4,143,317,1038,285,PR,0.39848732461734687
3168,51,153,106,2673,6317,17388,9242,PR,0.3377924950594427
3169,53,213,55,2987,4653,12759,11457,PR,0.3146232560476764
3170,54,30,3,241,1619,6276,3523,PR,0.39852753926208895
3171,55,64,5,721,2353,6852,3792,PR,0.3545310061397969
3172,57,222,30,3531,6969,14703,11159,PR,0.2997099006768236
3173,59,133,2,902,3213,8599,4935,PR,0.34606970303308826
3174,61,357,200,4312,15415,50970,18526,PR,0.39669462979255593
3175,63,176,23,2883,6170,19884,11486,PR,0.3476743504246741
3176,65,132,29,1365,8170,20403,8387,PR,0.3748750952114146
3177,67,73,9,799,2937,7632,4204,PR,0.3476499246375347
3178,69,286,90,4472,6861,20625,18562,PR,0.32315455527979164
3179,71,149,34,1699,7512,23609,9940,PR,0.3880093803895037
3180,73,80,3,351,3447,7748,3150,PR,0.37526718219331634
3181,75,231,37,3736,6726,21734,14074,PR,0.33691967781089216
3182,77,171,10,3427,4827,17773,10804,PR,0.3413998040996258
3183,79,121,12,952,4421,12084,5744,PR,0.3663762675876674
3184,81,96,18,622,5772,15917,5680,PR,0.4042655086503863
3185,83,54,8,315,1528,4385,2584,PR,0.3599115485984663
3186,85,226,29,2931,5478,15239,11277,PR,0.32162135703622496
3187,87,106,21,7533,1376,10968,3689,PR,0.343019608855877
3188,89,89,29,2156,3052,7683,4772,PR,0.302919645544294
3189,91,181,24,1696,6758,20729,10104,PR,0.37211839705903793
3190,93,75,9,370,1056,1814,1431,PR,0.2917333793306288
3191,95,38,2,1769,967,3651,4162,PR,0.309630753171221
3192,97,330,102,3331,14372,38064,16878,PR,0.36543326357610395
3193,99,184,27,1171,6355,21391,8332,PR,0.40533640296579754
3194,101,136,6,967,5501,16437,5680,PR,0.40430877941042087
3195,103,187,21,2156,3119,10643,7260,PR,0.329843313407947
3196,105,253,13,1864,6046,14186,6879,PR,0.33759514178911004
3197,107,782,5,1137,3493,11375,4642,PR,0.3592474535234005
3198,109,95,8,1974,2543,5591,5774,PR,0.2934052324038146
3199,111,88,9,1369,4714,8773,5446,PR,0.31416052584413184
3200,113,795,149,6767,26148,70869,32763,PR,0.3610915660893965
3201,115,135,12,814,6010,12570,4097,PR,0.37868360433091675
3202,117,52,18,894,3252,7158,3813,PR,0.33451282867566035
3203,119,319,52,6900,6896,21470,11423,PR,0.3100792877011904
3204,121,108,14,909,4513,11947,5238,PR,0.37044135994161964
3205,123,154,4,2523,4196,10581,8331,PR,0.308776550700401
3206,125,189,25,1462,5882,17141,7180,PR,0.3760199100349687
3207,127,2035,1060,28031,49388,183056,78689,PR,0.3664946724801903
3208,129,191,22,2504,5260,17171,12545,PR,0.3422070422705889
3209,131,138,3,813,7572,22301,8518,PR,0.4056165103235063
3210,133,136,23,1673,3176,8606,6667,PR,0.3195015728924785
3211,135,333,69,3877,10853,32841,18879,PR,0.3508202478925138
